epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.26950353384017944,0.4680348038673401,9.999999747378752e-05,1.3878445625305176,0.2638888955116272,0.13475176692008972,0.3333333432674408,0.5098039507865906,1.1513532400131226,0.0,0.0
1,0.27659574151039124,0.44190430641174316,9.999999747378752e-05,1.5214420557022095,0.25333333015441895,0.13475176692008972,0.3333333432674408,0.5098039507865906,1.149097204208374,0.0,0.0
2,0.2978723347187042,0.4957119822502136,9.999999747378752e-05,1.310549259185791,0.3285714387893677,0.1631205677986145,0.3333333432674408,0.5098039507865906,1.1454910039901733,0.0,0.0
3,0.3404255211353302,0.5035586953163147,9.999999747378752e-05,1.2827293872833252,0.3333333432674408,0.1489361673593521,0.3333333432674408,0.5163398385047913,1.1447346210479736,0.0,0.0
4,0.3191489279270172,0.5046149492263794,9.999999747378752e-05,1.2972660064697266,0.34375,0.1560283750295639,0.3333333432674408,0.4901961088180542,1.1454899311065674,0.0,0.0
5,0.3120567500591278,0.49217846989631653,9.999999747378752e-05,1.313941478729248,0.290909081697464,0.11347517371177673,0.3333333432674408,0.4901961088180542,1.1459919214248657,0.0,0.0
6,0.3404255211353302,0.5183466672897339,9.999999747378752e-05,1.2543967962265015,0.3207547068595886,0.12056737393140793,0.3333333432674408,0.5098039507865906,1.1473181247711182,0.0,0.0
7,0.3404255211353302,0.5040239691734314,4.999999873689376e-05,1.290849208831787,0.3125,0.1418439745903015,0.3333333432674408,0.508266031742096,1.1470004320144653,0.0,0.0
8,0.3191489279270172,0.4804335832595825,4.999999873689376e-05,1.3613160848617554,0.2545454502105713,0.09929078072309494,0.3333333432674408,0.5161476731300354,1.147054672241211,0.0,0.0
9,0.3404255211353302,0.4886323809623718,4.999999873689376e-05,1.3691343069076538,0.2957746386528015,0.1489361673593521,0.3333333432674408,0.5098038911819458,1.1461013555526733,0.0,0.0
10,0.39716312289237976,0.5619184374809265,2.499999936844688e-05,1.1859148740768433,0.48148149251937866,0.1843971610069275,0.3333333432674408,0.4999999701976776,1.1448893547058105,0.0,0.0
